date,count,symbols
20140826,0,[]
20140827,0,[]
20140828,0,[]
20140829,0,[]
20140901,0,[]
20140902,0,[]
20140903,0,[]
20140904,0,[]
20140905,0,[]
20140909,0,[]
20140910,0,[]
20140911,0,[]
20140912,0,[]
20140915,0,[]
20140916,0,[]
20140917,0,[]
20140918,0,[]
20140919,0,[]
20140922,0,[]
20140923,0,[]
20140924,0,[]
20140925,0,[]
20140926,0,[]
20140929,0,[]
20140930,0,[]
20141008,0,[]
20141009,0,[]
20141010,0,[]
20141013,0,[]
20141014,0,[]
20141015,0,[]
20141016,0,[]
20141017,0,[]
20141020,0,[]
20141021,0,[]
20141022,0,[]
20141023,0,[]
20141024,0,[]
20141027,0,[]
20141028,0,[]
20141029,0,[]
20141030,0,[]
20141031,0,[]
20141103,0,[]
20141104,0,[]
20141105,0,[]
20141106,0,[]
20141107,0,[]
20141110,0,[]
20141111,0,[]
20141112,0,[]
20141113,0,[]
20141114,0,[]
20141117,0,[]
20141118,0,[]
20141119,0,[]
20141120,0,[]
20141121,0,[]
20141124,0,[]
20141125,0,[]
20141126,0,[]
20141127,0,[]
20141128,0,[]
20141201,0,[]
20141202,0,[]
20141203,0,[]
20141204,0,[]
20141205,0,[]
20141208,0,[]
20141209,0,[]
20141210,0,[]
20141211,0,[]
20141212,0,[]
20141215,0,[]
20141216,0,[]
20141217,0,[]
20141218,0,[]
20141219,0,[]
20141222,0,[]
20141223,0,[]
20141224,0,[]
20141225,0,[]
20141226,0,[]
20141229,0,[]
20141230,0,[]
20141231,0,[]
20150105,0,[]
20150106,0,[]
20150107,0,[]
20150108,0,[]
20150109,0,[]
20150112,0,[]
20150113,0,[]
20150114,0,[]
20150115,0,[]
20150116,0,[]
20150119,0,[]
20150120,0,[]
20150121,0,[]
20150122,0,[]
20150123,0,[]
20150126,0,[]
20150127,0,[]
20150128,0,[]
20150129,0,[]
20150130,0,[]
20150202,0,[]
20150203,0,[]
20150204,0,[]
20150205,0,[]
20150206,0,[]
20150209,0,[]
20150210,0,[]
20150211,0,[]
20150212,0,[]
20150213,0,[]
20150216,0,[]
20150217,0,[]
20150225,0,[]
20150226,0,[]
20150227,0,[]
20150302,0,[]
20150303,0,[]
20150304,0,[]
20150305,0,[]
20150306,0,[]
20150309,0,[]
20150310,0,[]
20150311,0,[]
20150312,0,[]
20150313,0,[]
20150316,0,[]
20150317,0,[]
20150318,0,[]
20150319,0,[]
20150320,0,[]
20150323,0,[]
20150324,0,[]
20150325,0,[]
20150326,0,[]
20150327,0,[]
20150330,0,[]
20150331,0,[]
20150401,0,[]
20150402,0,[]
20150403,0,[]
20150407,0,[]
20150408,0,[]
20150409,0,[]
20150410,0,[]
20150413,0,[]
20150414,0,[]
20150415,0,[]
20150416,0,[]
20150417,0,[]
20150420,0,[]
20150421,0,[]
20150422,0,[]
20150423,0,[]
20150424,0,[]
20150427,0,[]
20150428,0,[]
20150429,0,[]
20150430,0,[]
20150504,0,[]
20150505,0,[]
20150506,0,[]
20150507,0,[]
20150508,0,[]
20150511,0,[]
20150512,0,[]
20150513,0,[]
20150514,0,[]
20150515,0,[]
20150518,0,[]
20150519,0,[]
20150520,0,[]
20150521,0,[]
20150522,0,[]
20150525,0,[]
20150526,0,[]
20150527,0,[]
20150528,0,[]
20150529,0,[]
20150601,0,[]
20150602,0,[]
20150603,0,[]
20150604,0,[]
20150605,0,[]
20150608,0,[]
20150609,0,[]
20150610,0,[]
20150611,0,[]
20150612,0,[]
20150615,0,[]
20150616,0,[]
20150617,0,[]
20150618,0,[]
20150619,0,[]
20150623,0,[]
20150624,0,[]
20150625,0,[]
20150626,0,[]
20150629,0,[]
20150630,0,[]
20150701,0,[]
20150702,0,[]
20150703,0,[]
20150706,0,[]
20150707,0,[]
20150708,0,[]
20150709,0,[]
20150710,0,[]
20150713,0,[]
20150714,0,[]
20150715,0,[]
20150716,0,[]
20150717,0,[]
20150720,0,[]
20150721,0,[]
20150722,0,[]
20150723,0,[]
20150724,0,[]
20150727,0,[]
20150728,0,[]
20150729,0,[]
20150730,0,[]
20150731,0,[]
20150803,0,[]
20150804,0,[]
20150805,0,[]
20150806,0,[]
20150807,0,[]
20150810,0,[]
20150811,0,[]
20150812,0,[]
20150813,0,[]
20150814,0,[]
20150817,0,[]
20150818,0,[]
20150819,0,[]
20150820,0,[]
20150821,0,[]
20150824,0,[]
20150825,0,[]
20150826,0,[]
20150827,0,[]
20150828,0,[]
20150831,0,[]
20150901,0,[]
20150902,0,[]
20150907,0,[]
20150908,0,[]
20150909,0,[]
20150910,0,[]
20150911,0,[]
20150914,0,[]
20150915,0,[]
20150916,0,[]
20150917,0,[]
20150918,0,[]
20150921,0,[]
20150922,0,[]
20150923,0,[]
20150924,0,[]
20150925,0,[]
20150928,0,[]
20150929,0,[]
20150930,0,[]
20151008,0,[]
20151009,0,[]
20151012,0,[]
20151013,0,[]
20151014,0,[]
20151015,0,[]
20151016,0,[]
20151019,0,[]
20151020,0,[]
20151021,0,[]
20151022,0,[]
20151023,0,[]
20151026,0,[]
20151027,0,[]
20151028,0,[]
20151029,0,[]
20151030,0,[]
20151102,0,[]
20151103,0,[]
20151104,0,[]
20151105,0,[]
20151106,0,[]
20151109,0,[]
20151110,0,[]
20151111,0,[]
20151112,0,[]
20151113,0,[]
20151116,0,[]
20151117,0,[]
20151118,0,[]
20151119,0,[]
20151120,0,[]
20151123,0,[]
20151124,0,[]
20151125,0,[]
20151126,0,[]
20151127,0,[]
20151130,0,[]
20151201,0,[]
20151202,0,[]
20151203,0,[]
20151204,0,[]
20151207,0,[]
20151208,0,[]
20151209,0,[]
20151210,0,[]
20151211,0,[]
20151214,0,[]
20151215,0,[]
20151216,0,[]
20151217,0,[]
20151218,0,[]
20151221,0,[]
20151222,0,[]
20151223,0,[]
20151224,0,[]
20151225,0,[]
20151228,0,[]
20151229,0,[]
20151230,0,[]
20151231,0,[]
20160104,0,[]
20160105,0,[]
20160106,0,[]
20160107,0,[]
20160108,0,[]
20160111,0,[]
20160112,0,[]
20160113,0,[]
20160114,0,[]
20160115,0,[]
20160118,0,[]
20160119,0,[]
20160120,0,[]
20160121,0,[]
20160122,0,[]
20160125,0,[]
20160126,0,[]
20160127,0,[]
20160128,0,[]
20160129,0,[]
20160201,0,[]
20160202,0,[]
20160203,0,[]
20160204,0,[]
20160205,0,[]
20160215,0,[]
20160216,0,[]
20160217,0,[]
20160218,0,[]
20160219,0,[]
20160222,0,[]
20160223,0,[]
20160224,0,[]
20160225,0,[]
20160226,0,[]
20160229,0,[]
20160301,0,[]
20160302,0,[]
20160303,0,[]
20160304,0,[]
20160307,0,[]
20160308,0,[]
20160309,0,[]
20160310,0,[]
20160311,0,[]
20160314,0,[]
20160315,0,[]
20160316,0,[]
20160317,0,[]
20160318,0,[]
20160321,0,[]
20160322,0,[]
20160323,0,[]
20160324,0,[]
20160325,0,[]
20160328,0,[]
20160329,0,[]
20160330,0,[]
20160331,0,[]
20160401,0,[]
20160405,0,[]
20160406,0,[]
20160407,0,[]
20160408,0,[]
20160411,0,[]
20160412,0,[]
20160413,0,[]
20160414,0,[]
20160415,0,[]
20160418,0,[]
20160419,0,[]
20160420,0,[]
20160421,0,[]
20160422,0,[]
20160425,0,[]
20160426,0,[]
20160427,0,[]
20160428,0,[]
20160429,0,[]
20160503,0,[]
20160504,0,[]
20160505,0,[]
20160506,0,[]
20160509,0,[]
20160510,0,[]
20160511,0,[]
20160512,0,[]
20160513,0,[]
20160516,0,[]
20160517,0,[]
20160518,0,[]
20160519,0,[]
20160520,0,[]
20160523,0,[]
20160524,0,[]
20160525,0,[]
20160526,0,[]
20160527,0,[]
20160530,0,[]
20160531,0,[]
20160601,0,[]
20160602,0,[]
20160603,0,[]
20160606,0,[]
20160607,0,[]
20160608,0,[]
20160613,0,[]
20160614,0,[]
20160615,0,[]
20160616,0,[]
20160617,0,[]
20160620,0,[]
20160621,0,[]
20160622,0,[]
20160623,0,[]
20160624,0,[]
20160627,0,[]
20160628,0,[]
20160629,0,[]
20160630,0,[]
20160701,0,[]
20160704,0,[]
20160705,0,[]
20160706,0,[]
20160707,0,[]
20160708,0,[]
20160711,0,[]
20160712,0,[]
20160713,0,[]
20160714,0,[]
20160715,0,[]
20160718,0,[]
20160719,0,[]
20160720,0,[]
20160721,0,[]
20160722,0,[]
20160725,0,[]
20160726,0,[]
20160727,0,[]
20160728,0,[]
20160729,0,[]
20160801,0,[]
20160802,0,[]
20160803,0,[]
20160804,0,[]
20160805,0,[]
20160808,0,[]
20160809,0,[]
20160810,0,[]
20160811,0,[]
20160812,0,[]
20160815,0,[]
20160816,0,[]
20160817,0,[]
20160818,0,[]
20160819,0,[]
20160822,0,[]
20160823,0,[]
20160824,0,[]
20160825,0,[]
20160826,0,[]
20160829,0,[]
20160830,0,[]
20160831,0,[]
20160901,0,[]
20160902,0,[]
20160905,0,[]
20160906,0,[]
20160907,0,[]
20160908,0,[]
20160909,0,[]
20160912,0,[]
20160913,0,[]
20160914,0,[]
20160919,0,[]
20160920,0,[]
20160921,0,[]
20160922,0,[]
20160923,0,[]
20160926,0,[]
20160927,0,[]
20160928,0,[]
20160929,0,[]
20160930,0,[]
20161010,0,[]
20161011,0,[]
20161012,0,[]
20161013,0,[]
20161014,0,[]
20161017,0,[]
20161018,0,[]
20161019,0,[]
20161020,0,[]
20161021,0,[]
20161024,0,[]
20161025,0,[]
20161026,0,[]
20161027,0,[]
20161028,0,[]
20161031,0,[]
20161101,0,[]
20161102,0,[]
20161103,0,[]
20161104,0,[]
20161107,0,[]
20161108,0,[]
20161109,0,[]
20161110,0,[]
20161111,0,[]
20161114,0,[]
20161115,0,[]
20161116,0,[]
20161117,0,[]
20161118,0,[]
20161121,0,[]
20161122,0,[]
20161123,0,[]
20161124,0,[]
20161125,0,[]
20161128,0,[]
20161129,0,[]
20161130,0,[]
20161201,0,[]
20161202,0,[]
20161205,0,[]
20161206,0,[]
20161207,0,[]
20161208,0,[]
20161209,0,[]
20161212,0,[]
20161213,0,[]
20161214,0,[]
20161215,0,[]
20161216,0,[]
20161219,0,[]
20161220,0,[]
20161221,0,[]
20161222,0,[]
20161223,0,[]
20161226,0,[]
20161227,0,[]
20161228,0,[]
20161229,0,[]
20161230,0,[]
20170103,0,[]
20170104,0,[]
20170105,0,[]
20170106,0,[]
20170109,0,[]
20170110,0,[]
20170111,0,[]
20170112,0,[]
20170113,0,[]
20170116,0,[]
20170117,0,[]
20170118,0,[]
20170119,0,[]
20170120,0,[]
20170123,0,[]
20170124,0,[]
20170125,0,[]
20170126,0,[]
20170203,0,[]
20170206,0,[]
20170207,0,[]
20170208,0,[]
20170209,0,[]
20170210,0,[]
20170213,0,[]
20170214,0,[]
20170215,0,[]
20170216,0,[]
20170217,0,[]
20170220,0,[]
20170221,0,[]
20170222,0,[]
20170223,0,[]
20170224,0,[]
20170227,0,[]
20170228,0,[]
20170301,0,[]
20170302,0,[]
20170303,0,[]
20170306,0,[]
20170307,0,[]
20170308,0,[]
20170309,0,[]
20170310,0,[]
20170313,0,[]
20170314,0,[]
20170315,0,[]
20170316,0,[]
20170317,0,[]
20170320,0,[]
20170321,0,[]
20170322,0,[]
20170323,0,[]
20170324,0,[]
20170327,0,[]
20170328,0,[]
20170329,0,[]
20170330,0,[]
20170331,0,[]
20170405,0,[]
20170406,0,[]
20170407,0,[]
20170410,0,[]
20170411,0,[]
20170412,0,[]
20170413,0,[]
20170414,0,[]
20170417,0,[]
20170418,0,[]
20170419,0,[]
20170420,0,[]
20170421,0,[]
20170424,0,[]
20170425,0,[]
20170426,0,[]
20170427,0,[]
20170428,0,[]
20170502,0,[]
20170503,0,[]
20170504,0,[]
20170505,0,[]
20170508,0,[]
20170509,0,[]
20170510,0,[]
20170511,0,[]
20170512,0,[]
20170515,0,[]
20170516,0,[]
20170517,0,[]
20170518,0,[]
20170519,0,[]
20170522,0,[]
20170523,0,[]
20170524,0,[]
20170525,0,[]
20170526,0,[]
20170531,0,[]
20170601,0,[]
20170602,0,[]
20170605,0,[]
20170606,0,[]
20170607,0,[]
20170608,0,[]
20170609,0,[]
20170612,0,[]
20170613,0,[]
20170614,0,[]
20170615,0,[]
20170616,0,[]
20170619,0,[]
20170620,0,[]
20170621,0,[]
20170622,0,[]
20170623,0,[]
20170626,0,[]
20170627,0,[]
20170628,0,[]
20170629,0,[]
20170630,0,[]
20170703,0,[]
20170704,0,[]
20170705,0,[]
20170706,0,[]
20170707,0,[]
20170710,0,[]
20170711,0,[]
20170712,0,[]
20170713,0,[]
20170714,0,[]
20170717,0,[]
20170718,0,[]
20170719,0,[]
20170720,0,[]
20170721,0,[]
20170724,0,[]
20170725,0,[]
20170726,0,[]
20170727,0,[]
20170728,0,[]
20170731,0,[]
20170801,0,[]
20170802,0,[]
20170803,0,[]
20170804,0,[]
20170807,0,[]
20170808,0,[]
20170809,0,[]
20170810,0,[]
20170811,0,[]
20170814,0,[]
20170815,0,[]
20170816,0,[]
20170817,0,[]
20170818,0,[]
20170821,0,[]
20170822,0,[]
20170823,0,[]
20170824,0,[]
20170825,0,[]
20170828,0,[]
20170829,0,[]
20170830,0,[]
20170831,0,[]
20170901,0,[]
20170904,0,[]
20170905,0,[]
20170906,0,[]
20170907,0,[]
20170908,0,[]
20170911,0,[]
20170912,0,[]
20170913,0,[]
20170914,0,[]
20170915,0,[]
20170918,0,[]
20170919,0,[]
20170920,0,[]
20170921,0,[]
20170922,0,[]
20170925,0,[]
20170926,0,[]
20170927,0,[]
20170928,0,[]
20170929,0,[]
20171009,0,[]
20171010,0,[]
20171011,0,[]
20171012,0,[]
20171013,0,[]
20171016,0,[]
20171017,0,[]
20171018,0,[]
20171019,0,[]
20171020,0,[]
20171023,0,[]
20171024,0,[]
20171025,0,[]
20171026,0,[]
20171027,0,[]
20171030,0,[]
20171031,0,[]
20171101,0,[]
20171102,0,[]
20171103,0,[]
20171106,0,[]
20171107,0,[]
20171108,0,[]
20171109,0,[]
20171110,0,[]
20171113,0,[]
20171114,0,[]
20171115,0,[]
20171116,0,[]
20171117,0,[]
20171120,0,[]
20171121,0,[]
20171122,0,[]
20171123,0,[]
20171124,0,[]
20171127,0,[]
20171128,0,[]
20171129,0,[]
20171130,0,[]
20171201,0,[]
20171204,0,[]
20171205,0,[]
20171206,0,[]
20171207,0,[]
20171208,0,[]
20171211,0,[]
20171212,0,[]
20171213,0,[]
20171214,0,[]
20171215,0,[]
20171218,0,[]
20171219,0,[]
20171220,0,[]
20171221,0,[]
20171222,0,[]
20171225,0,[]
20171226,0,[]
20171227,0,[]
20171228,0,[]
20171229,0,[]
20180102,0,[]
20180103,0,[]
20180104,0,[]
20180105,0,[]
20180108,0,[]
20180109,0,[]
20180110,0,[]
20180111,0,[]
20180112,0,[]
20180115,0,[]
20180116,0,[]
20180117,0,[]
20180118,0,[]
20180119,0,[]
20180122,0,[]
20180123,0,[]
20180124,0,[]
20180125,0,[]
20180126,0,[]
20180129,0,[]
20180130,0,[]
20180131,0,[]
20180201,0,[]
20180202,0,[]
20180205,0,[]
20180206,0,[]
20180207,0,[]
20180208,0,[]
20180209,0,[]
20180212,0,[]
20180213,0,[]
20180214,0,[]
20180222,0,[]
20180223,0,[]
20180226,0,[]
20180227,0,[]
20180228,0,[]
20180301,0,[]
20180302,0,[]
20180305,0,[]
20180306,0,[]
20180307,0,[]
20180308,0,[]
20180309,0,[]
20180312,0,[]
20180313,0,[]
20180314,0,[]
20180315,0,[]
20180316,0,[]
20180319,0,[]
20180320,0,[]
20180321,0,[]
20180322,0,[]
20180323,0,[]
20180326,0,[]
20180327,0,[]
20180328,0,[]
20180329,0,[]
20180330,0,[]
20180402,0,[]
20180403,0,[]
20180404,0,[]
20180409,0,[]
20180410,0,[]
20180411,0,[]
20180412,0,[]
20180413,0,[]
20180416,0,[]
20180417,0,[]
20180418,0,[]
20180419,0,[]
20180420,0,[]
20180423,0,[]
20180424,0,[]
20180425,0,[]
20180426,0,[]
20180427,0,[]
20180502,0,[]
20180503,0,[]
20180504,0,[]
20180507,0,[]
20180508,0,[]
20180509,0,[]
20180510,0,[]
20180511,0,[]
20180514,0,[]
20180515,0,[]
20180516,0,[]
20180517,0,[]
20180518,0,[]
20180521,0,[]
20180522,0,[]
20180523,0,[]
20180524,0,[]
20180525,0,[]
20180528,0,[]
20180529,0,[]
20180530,0,[]
20180531,0,[]
20180601,0,[]
20180604,0,[]
20180605,0,[]
20180606,0,[]
20180607,0,[]
20180608,0,[]
20180611,0,[]
20180612,0,[]
20180613,0,[]
20180614,0,[]
20180615,0,[]
20180619,0,[]
20180620,0,[]
20180621,0,[]
20180622,0,[]
20180625,0,[]
20180626,0,[]
20180627,0,[]
20180628,0,[]
20180629,0,[]
20180702,0,[]
20180703,0,[]
20180704,0,[]
20180705,0,[]
20180706,0,[]
20180709,0,[]
20180710,0,[]
20180711,0,[]
20180712,0,[]
20180713,0,[]
20180716,0,[]
20180717,0,[]
20180718,0,[]
20180719,0,[]
20180720,0,[]
20180723,0,[]
20180724,0,[]
20180725,0,[]
20180726,0,[]
20180727,0,[]
20180730,0,[]
20180731,0,[]
20180801,0,[]
20180802,0,[]
20180803,0,[]
20180806,0,[]
20180807,0,[]
20180808,0,[]
20180809,0,[]
20180810,0,[]
20180813,0,[]
20180814,0,[]
20180815,0,[]
20180816,0,[]
20180817,0,[]
20180820,0,[]
20180821,0,[]
20180822,0,[]
20180823,0,[]
20180824,0,[]
20180827,0,[]
20180828,0,[]
20180829,0,[]
20180830,0,[]
20180831,0,[]
20180903,0,[]
20180904,0,[]
20180905,0,[]
20180906,0,[]
20180907,0,[]
20180910,0,[]
20180911,0,[]
20180912,0,[]
20180913,0,[]
20180914,0,[]
20180917,0,[]
20180918,0,[]
20180919,0,[]
20180920,0,[]
20180921,0,[]
20180925,0,[]
20180926,0,[]
20180927,0,[]
20180928,0,[]
20181008,0,[]
20181009,0,[]
20181010,0,[]
20181011,0,[]
20181012,0,[]
20181015,0,[]
20181016,0,[]
20181017,0,[]
20181018,0,[]
20181019,0,[]
20181022,0,[]
20181023,0,[]
20181024,0,[]
20181025,0,[]
20181026,0,[]
20181029,0,[]
20181030,0,[]
20181031,0,[]
20181101,0,[]
20181102,0,[]
20181105,0,[]
20181106,0,[]
20181107,0,[]
20181108,0,[]
20181109,0,[]
20181112,0,[]
20181113,0,[]
20181114,0,[]
20181115,0,[]
20181116,0,[]
20181119,0,[]
20181120,0,[]
20181121,0,[]
20181122,0,[]
20181123,0,[]
20181126,0,[]
20181127,0,[]
20181128,0,[]
20181129,0,[]
20181130,0,[]
20181203,0,[]
20181204,0,[]
20181205,0,[]
20181206,0,[]
20181207,0,[]
20181210,0,[]
20181211,0,[]
20181212,0,[]
20181213,0,[]
20181214,0,[]
20181217,0,[]
20181218,0,[]
20181219,0,[]
20181220,0,[]
20181221,0,[]
20181224,0,[]
20181225,0,[]
20181226,0,[]
20181227,0,[]
20181228,0,[]
20190102,0,[]
20190103,0,[]
20190104,0,[]
20190107,0,[]
20190108,0,[]
20190109,0,[]
20190110,0,[]
20190111,0,[]
20190114,0,[]
20190115,0,[]
20190116,0,[]
20190117,0,[]
20190118,0,[]
20190121,0,[]
20190122,0,[]
20190123,0,[]
20190124,0,[]
20190125,0,[]
20190128,0,[]
20190129,0,[]
20190130,0,[]
20190131,0,[]
20190201,0,[]
20190211,0,[]
20190212,0,[]
20190213,0,[]
20190214,0,[]
20190215,0,[]
20190218,0,[]
20190219,0,[]
20190220,0,[]
20190221,0,[]
20190222,0,[]
20190225,0,[]
20190226,0,[]
20190227,0,[]
20190228,0,[]
20190301,0,[]
20190304,0,[]
20190305,0,[]
20190306,0,[]
20190307,0,[]
20190308,0,[]
20190311,0,[]
20190312,0,[]
20190313,0,[]
20190314,0,[]
20190315,0,[]
20190318,0,[]
20190319,0,[]
20190320,0,[]
20190321,0,[]
20190322,0,[]
20190325,0,[]
20190326,0,[]
20190327,0,[]
20190328,0,[]
20190329,0,[]
20190401,0,[]
20190402,0,[]
20190403,0,[]
20190404,0,[]
20190408,0,[]
20190409,0,[]
20190410,0,[]
20190411,0,[]
20190412,0,[]
20190415,0,[]
20190416,0,[]
20190417,0,[]
20190418,0,[]
20190419,0,[]
20190422,0,[]
20190423,0,[]
20190424,0,[]
20190425,0,[]
20190426,0,[]
20190429,0,[]
20190430,0,[]
20190506,0,[]
20190507,0,[]
20190508,0,[]
20190509,0,[]
20190510,0,[]
20190513,0,[]
20190514,0,[]
20190515,0,[]
20190516,0,[]
20190517,0,[]
20190520,0,[]
20190521,0,[]
20190522,0,[]
20190523,0,[]
20190524,0,[]
20190527,0,[]
20190528,0,[]
20190529,0,[]
20190530,0,[]
20190531,0,[]
20190603,0,[]
20190604,0,[]
20190605,0,[]
20190606,0,[]
20190610,0,[]
20190611,0,[]
20190612,0,[]
20190613,0,[]
20190614,0,[]
20190617,0,[]
20190618,0,[]
20190619,0,[]
20190620,0,[]
20190621,0,[]
20190624,0,[]
20190625,0,[]
20190626,0,[]
20190627,0,[]
20190628,0,[]
20190701,0,[]
20190702,0,[]
20190703,0,[]
20190704,0,[]
20190705,0,[]
20190708,0,[]
20190709,0,[]
20190710,0,[]
20190711,0,[]
20190712,0,[]
20190715,0,[]
20190716,0,[]
20190717,0,[]
20190718,0,[]
20190719,0,[]
20190722,0,[]
20190723,0,[]
20190724,0,[]
20190725,0,[]
20190726,0,[]
20190729,0,[]
20190730,0,[]
20190731,0,[]
20190801,0,[]
20190802,0,[]
20190805,0,[]
20190806,0,[]
20190807,0,[]
20190808,0,[]
20190809,0,[]
20190812,0,[]
20190813,0,[]
20190814,0,[]
20190815,0,[]
20190816,0,[]
20190819,0,[]
20190820,0,[]
20190821,0,[]
20190822,0,[]
20190823,0,[]
20190826,0,[]
20190827,0,[]
20190828,0,[]
20190829,0,[]
20190830,0,[]
20190902,0,[]
20190903,0,[]
20190904,0,[]
20190905,0,[]
20190906,0,[]
20190909,0,[]
20190910,0,[]
20190911,0,[]
20190912,0,[]
20190916,0,[]
20190917,0,[]
20190918,0,[]
20190919,0,[]
20190920,0,[]
20190923,0,[]
20190924,0,[]
20190925,0,[]
20190926,0,[]
20190927,0,[]
20190930,0,[]
20191008,0,[]
20191009,0,[]
20191010,0,[]
20191011,0,[]
20191014,0,[]
20191015,0,[]
20191016,0,[]
20191017,0,[]
20191018,0,[]
20191021,0,[]
20191022,0,[]
20191023,0,[]
20191024,0,[]
20191025,0,[]
20191028,0,[]
20191029,0,[]
20191030,0,[]
20191031,0,[]
20191101,0,[]
20191104,0,[]
20191105,0,[]
20191106,0,[]
20191107,0,[]
20191108,0,[]
20191111,0,[]
20191112,0,[]
20191113,0,[]
20191114,0,[]
20191115,0,[]
20191118,0,[]
20191119,0,[]
20191120,0,[]
20191121,0,[]
20191122,0,[]
20191125,0,[]
20191126,0,[]
20191127,0,[]
20191128,0,[]
20191129,0,[]
20191202,0,[]
20191203,0,[]
20191204,0,[]
20191205,0,[]
20191206,0,[]
20191209,0,[]
20191210,0,[]
20191211,0,[]
20191212,0,[]
20191213,0,[]
20191216,0,[]
20191217,0,[]
20191218,0,[]
20191219,0,[]
20191220,0,[]
20191223,0,[]
20191224,0,[]
20191225,0,[]
20191226,0,[]
20191227,0,[]
20191230,0,[]
20191231,0,[]
20200102,0,[]
20200103,0,[]
20200106,0,[]
20200107,0,[]
20200108,0,[]
20200109,0,[]
20200110,0,[]
20200113,0,[]
20200114,0,[]
20200115,0,[]
20200116,0,[]
20200117,0,[]
20200120,0,[]
20200121,0,[]
20200122,0,[]
20200123,0,[]
20200203,0,[]
20200204,0,[]
20200205,0,[]
20200206,0,[]
20200207,0,[]
20200210,0,[]
20200211,0,[]
20200212,0,[]
20200213,0,[]
20200214,0,[]
20200217,0,[]
20200218,0,[]
20200219,0,[]
20200220,0,[]
20200221,0,[]
20200224,0,[]
20200225,0,[]
20200226,0,[]
20200227,0,[]
20200228,0,[]
20200302,0,[]
20200303,0,[]
20200304,0,[]
20200305,0,[]
20200306,0,[]
20200309,0,[]
20200310,0,[]
20200311,0,[]
20200312,0,[]
20200313,0,[]
20200316,0,[]
20200317,0,[]
20200318,0,[]
20200319,0,[]
20200320,0,[]
20200323,0,[]
20200324,0,[]
20200325,0,[]
20200326,0,[]
20200327,0,[]
20200330,0,[]
20200331,0,[]
20200401,0,[]
20200402,0,[]
20200403,0,[]
20200407,0,[]
20200408,0,[]
20200409,0,[]
20200410,0,[]
20200413,0,[]
20200414,0,[]
20200415,0,[]
20200416,0,[]
20200417,0,[]
20200420,0,[]
20200421,0,[]
20200422,0,[]
20200423,0,[]
20200424,0,[]
20200427,0,[]
20200428,0,[]
20200429,0,[]
20200430,0,[]
20200506,0,[]
20200507,0,[]
20200508,0,[]
20200511,0,[]
20200512,0,[]
20200513,0,[]
20200514,0,[]
20200515,0,[]
20200518,0,[]
20200519,0,[]
